cpu,cpu_freq,date,gpu,gpu_freq,score,type_name
AMD Ryzen 9 3900X ,"3,800 MHz ",September 17 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11965,Time Spy (1.0) by akaDRJ
Intel Core i9-9900K Processor ,"3,600 MHz ",November 10 2018,Colorful NVIDIA GeForce RTX 2080 ,"2,070 MHz ",11964,Time Spy (1.0) by BeHappy!!
Intel Core i9-9900K Processor ,"3,600 MHz ",November 18 2018,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",11964,Time Spy (1.0) by Prozein
Intel Core i9-9900K Processor ,"3,600 MHz ",December 28 2018,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11964,Time Spy (1.0) by Prozeinxd
Intel Core i9-9900K Processor ,"3,600 MHz ",March 12 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",11964,Time Spy (1.0) by Jamz Tiberius
Intel Core i7-8700K Processor ,"3,696 MHz ",April 6 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",11964,Time Spy (1.0) by Shooweri
Intel Core i9-9900K Processor ,"3,600 MHz ",July 5 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11964,Time Spy (1.0) by [EYE]LANopticx
AMD Ryzen 7 2700X ,"4,350 MHz ",July 14 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11964,Time Spy (1.0) by Zaulot
Intel Core i9-9900K Processor ,"3,600 MHz ",July 19 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11964,Time Spy (1.0) by Butthead GTV
Intel Core i9-9900K Processor ,"3,600 MHz ",July 29 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11964,Time Spy (1.0) by DAVE3DFX
Intel Core i9-9900K Processor ,"3,600 MHz ",August 16 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11964,Time Spy (1.0) by Purple-2854
Intel Core i7-9700K Processor ,"3,600 MHz ",August 19 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",11964,Time Spy (1.0) by gkaehdwo_
AMD Ryzen 9 3900X ,"3,793 MHz ",August 23 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,010 MHz ",11964,Time Spy (1.0) by Grumpyman78
AMD Ryzen 9 3900X ,"3,800 MHz ",October 1 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11964,Time Spy (1.0) by Thomas1812
Intel Core i7-9700K Processor ,"3,600 MHz ",December 6 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11964,Time Spy (1.0) by vavsaftoiu
AMD Ryzen 9 3900X ,"4,350 MHz ",December 23 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11964,Time Spy (1.0) by heino.betz1
AMD Ryzen 7 3700X ,"4,400 MHz ",February 4 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",11964,Time Spy (1.0) by tro123452000
Intel Core i9-9900K Processor ,"3,600 MHz ",February 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11964,Time Spy (1.0) by jekelz
AMD Ryzen 7 3700X ,"4,500 MHz ",April 19 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",11964,Time Spy (1.0) by TOK666
AMD Ryzen 9 3950X ,"3,500 MHz ",May 15 2020,NVidia Corporation NVIDIA GeForce RTX 2080 ,"1,980 MHz ",11964,Time Spy (1.0) by Martin Lehmann
AMD Ryzen 9 3900X ,"3,800 MHz ",May 29 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",11964,Time Spy (1.0) by DammyR.U.D.
Intel Core i9-9900K Processor ,"3,600 MHz ",May 31 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",11964,Time Spy (1.0) by Sean-0
AMD Ryzen 9 3950X ,"3,500 MHz ",September 25 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",11964,Time Spy (1.2) by Caylasm
Intel Core i9-9900K Processor ,"3,600 MHz ",December 23 2018,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11963,Time Spy (1.0) by Prozeinxd
Intel Core i9-9900K Processor ,"3,600 MHz ",March 5 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11963,Time Spy (1.0) by xL3ADJIND4RYx
Intel Core i9-9900K Processor ,"3,600 MHz ",May 26 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11963,Time Spy (1.0) by Truffle
Intel Core i9-9900K Processor ,"3,600 MHz ",May 28 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11963,Time Spy (1.0) by fernandohbecker
Intel Core i9-9900K Processor ,"3,600 MHz ",July 7 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",11963,Time Spy (1.0) by Niju
AMD Ryzen 9 3900X ,"4,350 MHz ",August 25 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11963,Time Spy (1.0) by RobinGoh
AMD Ryzen 7 3800X ,"4,300 MHz ",September 20 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11963,Time Spy (1.0) by macdanight
AMD Ryzen 7 2700X ,"4,250 MHz ",October 26 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11963,Time Spy (1.0) by SpiderhandsPlays
Intel Core i9-9900K Processor ,"3,600 MHz ",November 10 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11963,Time Spy (1.0) by Ádám.HUN
AMD Ryzen 9 3900X ,"4,392 MHz ",January 31 2020,"PNY Technologies, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",11963,Time Spy (1.0) by JuliusCassius
Intel Core i9-9900K Processor ,"3,600 MHz ",February 12 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11963,Time Spy (1.0)
Intel Core i9-9900K Processor ,"3,600 MHz ",March 23 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11963,Time Spy (1.0) by Sylencer90
AMD Ryzen 9 3900X ,"4,300 MHz ",June 26 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11963,Time Spy (1.2) by EliteSoul
Intel Core i9-9900K Processor ,"3,600 MHz ",July 3 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11963,Time Spy (1.2) by wakewelder9
Intel Core i9-9900K Processor ,"3,600 MHz ",July 17 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11963,Time Spy (1.2) by wakewelder9
Intel Core i9-9900K Processor ,"3,600 MHz ",January 19 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11962,Time Spy (1.0) by ManuXao
Intel Core i9-9900K Processor ,"3,600 MHz ",May 4 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,055 MHz ",11962,Time Spy (1.0) by 0™
Intel Core i9-9900K Processor ,"3,600 MHz ",July 30 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",11962,Time Spy (1.0) by OlSkool76
Intel Core i9-9900K Processor ,"3,600 MHz ",August 11 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",11962,Time Spy (1.0) by janosch
Intel Core i9-9900K Processor ,"3,600 MHz ",August 19 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11962,Time Spy (1.0) by Finch-2
Intel Core i9-9900K Processor ,"3,600 MHz ",September 22 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11962,Time Spy (1.0) by Rorro Mendez
Intel Core i9-9900K Processor ,"3,600 MHz ",October 7 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",11962,Time Spy (1.0) by Ádám.HUN
AMD Ryzen 9 3900X ,"4,300 MHz ",October 30 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11962,Time Spy (1.0) by top710319
Intel Core i7-8700K Processor ,"3,700 MHz ",February 8 2020,Galax NVIDIA GeForce RTX 2080 ,"2,100 MHz ",11962,Time Spy (1.0) by stockton_yan
Intel Core i9-9900K Processor ,"3,600 MHz ",February 14 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11962,Time Spy (1.0) by Kabalicious
AMD Ryzen 7 3800X ,"4,450 MHz ",March 5 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",11962,Time Spy (1.0) by DjSmlth
AMD Ryzen 9 3900X ,"3,800 MHz ",March 9 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11962,Time Spy (1.0) by EliteSoul
Intel Core i9-9900K Processor ,"3,600 MHz ",May 22 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11962,Time Spy (1.0) by ElConrado
Intel Core i9-9900K Processor ,"3,600 MHz ",August 3 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11962,Time Spy (1.2)
Intel Core i9-7920X Processor ,"2,900 MHz ",March 14 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11961,Time Spy (1.0) by ROCKINGTON
Intel Core i9-9900K Processor ,"3,600 MHz ",May 20 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",11961,Time Spy (1.0) by mohamad1991
Intel Core i9-9900K Processor ,"3,600 MHz ",August 19 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11961,Time Spy (1.0) by Finch-2
AMD Ryzen 7 3800X ,"3,900 MHz ",August 19 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",11961,Time Spy (1.0) by Signs of Tree
AMD Ryzen 9 3900X ,"3,793 MHz ",September 6 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11961,Time Spy (1.0) by Biggles-3482
Intel Core i9-9900K Processor ,"3,600 MHz ",September 21 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,055 MHz ",11961,Time Spy (1.0) by Villain In Glasses
Intel Core i9-9900K Processor ,"3,600 MHz ",November 2 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11961,Time Spy (1.0) by DeathTech
AMD Ryzen 7 2700X ,"4,250 MHz ",November 10 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11961,Time Spy (1.0) by SpiderhandsPlays
Intel Core i9-9900KS Processor ,"4,007 MHz ",December 29 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11961,Time Spy (1.0) by Teuhka
AMD Ryzen 9 3900X ,"4,300 MHz ",January 7 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11961,Time Spy (1.0) by Skels
Intel Core i9-9900K Processor ,"3,600 MHz ",February 7 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11961,Time Spy (1.0) by JPD
Intel Core i9-9900K Processor ,"3,600 MHz ",March 7 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11961,Time Spy (1.0) by Openwound
AMD Ryzen 9 3900X ,"3,800 MHz ",April 3 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11961,Time Spy (1.0) by | wusel |
Intel Core i9-9900K Processor ,"3,600 MHz ",April 19 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11961,Time Spy (1.0) by wakewelder9
Intel Core i9-9900K Processor ,"3,600 MHz ",May 22 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11961,Time Spy (1.0) by ElConrado
Intel Core i9-9900KS Processor ,"4,001 MHz ",June 3 2020,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",11961,Time Spy (1.0) by  ^8Not^1arzt| ^3BW
Intel Core i9-9900K Processor ,"3,600 MHz ",July 15 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",11961,Time Spy (1.2) by FrodoTbagins
AMD Ryzen 9 3900X ,"3,800 MHz ",September 17 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,010 MHz ",11961,Time Spy (1.0) by zenonn
Intel Core i9-9900K Processor ,"3,600 MHz ",December 28 2018,ZOTAC NVIDIA GeForce RTX 2080 ,"2,085 MHz ",11960,Time Spy (1.0) by Schmeeg
Intel Core i9-9900K Processor ,"3,600 MHz ",January 20 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11960,Time Spy (1.0) by Slaughter
Intel Core i9-9900K Processor ,"3,600 MHz ",March 6 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11960,Time Spy (1.0) by tristonm74
Intel Core i9-9900K Processor ,"3,600 MHz ",September 27 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11960,Time Spy (1.0) by maliceye41
Intel Core i9-9900K Processor ,"3,600 MHz ",November 6 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11960,Time Spy (1.0) by pwrON!
Intel Core i9-9900K Processor ,"3,600 MHz ",November 23 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,040 MHz ",11960,Time Spy (1.0) by IndianDog
Intel Core i9-9900K Processor ,"3,600 MHz ",November 28 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11960,Time Spy (1.0) by DeathTech
AMD Ryzen 7 2700X ,"4,250 MHz ",November 30 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11960,Time Spy (1.0) by SpiderhandsPlays
Intel Core i9-9900K Processor ,"3,600 MHz ",February 16 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11960,Time Spy (1.0) by DeathTech
Intel Core i9-9900KF Processor ,"3,600 MHz ",March 17 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,010 MHz ",11960,Time Spy (1.0) by SDO
Intel Core i9-9900K Processor ,"3,600 MHz ",March 19 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11960,Time Spy (1.0) by Kateusus
Intel Core i9-9900K Processor ,"3,600 MHz ",March 22 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11960,Time Spy (1.0) by fc1805p
AMD Ryzen 9 3900X ,"3,800 MHz ",April 4 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",11960,Time Spy (1.0) by jgallo870-2
Intel Core i9-9900K Processor ,"3,600 MHz ",June 2 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11960,Time Spy (1.0) by SupremeST2
AMD Ryzen 9 3900X ,"3,800 MHz ",June 5 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11960,Time Spy (1.0) by parempitommi
Intel Core i9-10900X X-series Processor ,"3,700 MHz ",July 25 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11960,Time Spy (1.2) by pezui
Intel Core i7-10700K Processor ,"3,792 MHz ",August 16 2020,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,115 MHz ",11960,Time Spy (1.2) by Invincible_E
Intel Core i9-9900K Processor ,"3,600 MHz ",December 21 2018,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11959,Time Spy (1.0) by stefauresi
Intel Core i9-9900K Processor ,"3,600 MHz ",February 21 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11959,Time Spy (1.0) by Polyothix
Intel Core i9-9900K Processor ,"3,600 MHz ",March 22 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11959,Time Spy (1.0) by OneStep
Intel Core i9-9900K Processor ,"3,600 MHz ",March 22 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",11959,Time Spy (1.0) by blackdevil179
AMD Ryzen 7 1700X ,"3,900 MHz ",April 28 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11959,Time Spy (1.0)
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",11959,Time Spy (1.0) by Maxavelli
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",11959,Time Spy (1.0) by vasa1973
Intel Core i9-9900KF Processor ,"3,600 MHz ",September 6 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11959,Time Spy (1.0) by jared.gawlas
AMD Ryzen 7 3700X ,"3,707 MHz ",September 14 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11959,Time Spy (1.0) by Ravishin' RazZzy! ~KMA~
Intel Core i9-9900K Processor ,"3,600 MHz ",September 21 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,055 MHz ",11959,Time Spy (1.0) by Villain In Glasses
Intel Core i9-9900K Processor ,"3,600 MHz ",September 28 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11959,Time Spy (1.0) by wakewelder9
Intel Core i9-9900K Processor ,"3,600 MHz ",October 8 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",11959,Time Spy (1.0) by pizza7711
AMD Ryzen 7 2700X ,"4,250 MHz ",November 26 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11959,Time Spy (1.0) by SpiderhandsPlays
Intel Core i9-9900K Processor ,"3,600 MHz ",December 5 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11959,Time Spy (1.0) by Butthead GTV
Intel Core i9-9900K Processor ,"3,600 MHz ",April 9 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11959,Time Spy (1.0) by waelhadaya
Intel Core i7-8700K Processor ,"3,696 MHz ",May 3 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,205 MHz ",11959,Time Spy (1.0) by Szarko
Intel Core i9-9900K Processor ,"3,600 MHz ",May 3 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11959,Time Spy (1.0) by SvALX
Intel Core i9-9900K Processor ,"3,600 MHz ",June 14 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11959,Time Spy (1.0) by steven.morrell
AMD Ryzen 9 3950X ,"4,350 MHz ",June 15 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11959,Time Spy (1.0) by go2xt
AMD Ryzen 9 3900X ,"3,793 MHz ",August 3 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11959,Time Spy (1.2) by gemmons2
Intel Core i9-9900K Processor ,"3,600 MHz ",September 9 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11959,Time Spy (1.2) by SvALX
AMD Ryzen 9 3950X ,"4,275 MHz ",September 16 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11959,Time Spy (1.2) by hugojb1985
Intel Core i9-9900K Processor ,"3,600 MHz ",December 28 2018,ZOTAC NVIDIA GeForce RTX 2080 ,"2,085 MHz ",11958,Time Spy (1.0) by Schmeeg
Intel Core i9-9900K Processor ,"3,600 MHz ",February 3 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11958,Time Spy (1.0) by ShaneGooseman
Intel Core i9-9900K Processor ,"3,600 MHz ",February 17 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",11958,Time Spy (1.0) by Incursus
Intel Core i9-9900K Processor ,"3,600 MHz ",February 20 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11958,Time Spy (1.0) by Polyothix
Intel Core i9-9900K Processor ,"3,600 MHz ",April 29 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11958,Time Spy (1.0) by mohamad1991
Intel Core i9-9900K Processor ,"3,600 MHz ",August 14 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11958,Time Spy (1.0)
AMD Ryzen 9 3900X ,"3,800 MHz ",August 28 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11958,Time Spy (1.0) by rbryan04
Intel Core i9-9900K Processor ,"3,600 MHz ",September 21 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,055 MHz ",11958,Time Spy (1.0) by Villain In Glasses
AMD Ryzen 7 3700X ,"4,350 MHz ",December 5 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11958,Time Spy (1.0) by Noodlepooper
Intel Core i9-9900K Processor ,"3,600 MHz ",December 5 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",11958,Time Spy (1.0) by Butthead GTV
AMD Ryzen 9 3900X ,"4,325 MHz ",December 23 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11958,Time Spy (1.0) by heino.betz1
Intel Core i9-9900K Processor ,"3,600 MHz ",January 11 2020,ZOTAC NVIDIA GeForce RTX 2080 ,"2,085 MHz ",11958,Time Spy (1.0) by Happy Lad
Intel Core i7-9700K Processor ,"3,600 MHz ",January 12 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11958,Time Spy (1.0) by Andrejovics
Intel Core i9-9900K Processor ,"3,600 MHz ",February 1 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,055 MHz ",11958,Time Spy (1.0) by [^8C^1H^3C^7]^0Dopefish21
Intel Core i9-9900K Processor ,"3,600 MHz ",April 14 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11958,Time Spy (1.0) by wakewelder9
AMD Ryzen 9 3900X ,"3,800 MHz ",April 23 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11958,Time Spy (1.0) by Striker-Z
Intel Core i7-8700K Processor ,"3,696 MHz ",June 22 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",11957,Time Spy (1.0) by Jiggabro
AMD Ryzen 7 3700X ,"3,600 MHz ",July 14 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11957,Time Spy (1.0) by UnleashTheBeebo
AMD Ryzen 7 3700X ,"3,593 MHz ",July 25 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,055 MHz ",11957,Time Spy (1.0) by Nuts!
Intel Core i9-9900K Processor ,"3,600 MHz ",August 12 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,025 MHz ",11957,Time Spy (1.0) by Rawn
Intel Core i9-9900K Processor ,"3,600 MHz ",August 14 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11957,Time Spy (1.0) by e_maddenjr
AMD Ryzen 7 3800X ,"3,900 MHz ",August 19 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",11957,Time Spy (1.0) by Signs of Tree
Intel Core i9-9900K Processor ,"3,600 MHz ",August 31 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11957,Time Spy (1.0) by lyriixapple
AMD Ryzen 9 3900X ,"4,300 MHz ",September 17 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11957,Time Spy (1.0) by Update or be Updated
Intel Core i7-9700K Processor ,"3,600 MHz ",October 14 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",11957,Time Spy (1.0) by zzman_2.5rs
AMD Ryzen 7 2700X ,"4,250 MHz ",October 25 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11957,Time Spy (1.0) by SpiderhandsPlays
Intel Core i9-9900K Processor ,"3,600 MHz ",November 3 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11957,Time Spy (1.0) by DeathTech
AMD Ryzen 9 3950X ,"3,500 MHz ",January 16 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",11957,Time Spy (1.0) by thehomer2000
Intel Core i9-9900K Processor ,"3,600 MHz ",February 29 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11957,Time Spy (1.0) by Openwound
AMD Ryzen 7 3800X ,"3,893 MHz ",April 8 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",11957,Time Spy (1.0) by LoNeRwolf22
Intel Core i9-9900K Processor ,"3,600 MHz ",May 3 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",11957,Time Spy (1.0) by AlvaroBaSi
Intel Core i9-9900K Processor ,"3,600 MHz ",May 17 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",11957,Time Spy (1.0) by Dimon-8709
Intel Core i9-9900K Processor ,"3,600 MHz ",May 28 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,055 MHz ",11957,Time Spy (1.0) by Knobster368
AMD Ryzen 9 3900X ,"3,800 MHz ",September 6 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,040 MHz ",11957,Time Spy (1.2) by Selly87
Intel Core i9-9900K Processor ,"3,600 MHz ",December 14 2018,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",11956,Time Spy (1.0) by BruceKin
Intel Core i9-9900K Processor ,"3,600 MHz ",December 15 2018,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",11956,Time Spy (1.0) by ARMIN
